AddressLine1,AddressLine2,AddressLine3,AddressLine4,BusinessName,BusinessType,BusinessTypeID,FHRSID,Lat,Lon,LABusinessID,LACode,LAEmail,LAName,LAWebsite,NewRatingPending,PostCode,RatingDate,Rating,ConfidenceInManagement,Hygiene,Structural,ExtractDate
,,,,Apples Kitchen,Mobile caterer,7846,759046,,,CP15_000362,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,4/22/2015,4,10,5,5,11/2/2016
,,,,Apple's Kitchen,Mobile caterer,7846,534525,,,W1_10_11647_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,7/10/2014,3,10,10,5,11/2/2016
Trevibban Mill,St Issey,Wadebridge,Cornwall,Appletons At The Vineyard,Restaurant/Cafe/Canteen,1,897757,50.492335,-4.939684,CP16_000294,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL27 7SE,6/15/2016,5,5,5,5,11/2/2016
7 The Square,Portscatho,Cornwall,,AR Day Butchers,Retailers - other,4613,438830,50.17941,-4.97571,C1_PI_000027688,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR2 5HW,9/22/2016,4,5,5,10,11/2/2016
Bodmin Road,Truro,Cornwall,,Archbishop Benson Church Of England Primary School,School/college/university,7845,691895,50.269767,-5.047336,CP14_000344,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 1BN,2/2/2015,5,5,5,5,11/2/2016
The Archers Arms,Lewannick,Launceston,Cornwall,Archer Arms,Pub/bar/nightclub,7843,848944,50.600748,-4.438941,CP15_001026,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL15 7QD,2/18/2016,3,10,10,5,11/2/2016
Bread Street,Penzance,Cornwall,,Archie Browns,Restaurant/Cafe/Canteen,1,447741,50.119543,-5.536532,W1_10_10857_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 2EQ,8/13/2015,5,5,5,5,11/2/2016
Archie Browns Health Food Shop,105 Kenwyn Street,Truro,Cornwall,Archie Browns Health Food Store/Cafe,Restaurant/Cafe/Canteen,1,576234,50.262793,-5.056995,C1_PI_000018032,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 3BX,12/5/2014,5,5,5,5,11/2/2016
The Cove,Coverack,Helston,Cornwall,Archies Loft,Restaurant/Cafe/Canteen,1,587003,50.022637,-5.095092,W2_00000497,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR12 6SX,4/9/2015,5,5,5,5,11/2/2016
Archies,Fore Street,East Looe,Looe,Archies Restaurant,Restaurant/Cafe/Canteen,1,402551,50.353957,-4.454201,E2_05_00227_MIXED,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL13 1AE,6/3/2015,5,5,5,5,11/2/2016
Argal Reservoir,Argal,Kergilliack,Falmouth,Argal View Cafe,Restaurant/Cafe/Canteen,1,694020,50.148611,-5.123803,CP14_000625,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 5PE,9/2/2016,5,5,5,5,11/2/2016
Bodmin Retail Park,Launceston Road,Bodmin,Cornwall,Argos,Retailers - other,4613,780609,50.471087,-4.70358,CP15_000564,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL31 2GA,7/20/2015,5,0,5,5,11/2/2016
Ar Lyn Residential Home,Vicarage Lane,Lelant,St Ives,Ar-Lyn Residential Home,Hospitals/Childcare/Caring Premises,5,783814,50.183262,-5.438778,W1_10_10655_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR26 3JZ,8/20/2014,5,0,0,5,11/2/2016
School Hill,Budock Water,Fallmouth,Cornwall,Arthurs Table,Restaurant/Cafe/Canteen,1,683563,50.14965,-5.102828,CP14_000485,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 5DD,7/14/2014,5,5,5,5,11/2/2016
Artist Residence Penzance,20 Chapel Street,Penzance,Cornwall,Artist Residence,Hotel/bed & breakfast/guest house,7842,750951,50.11718,-5.535224,CP12_000016,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 4AW,4/15/2015,5,5,5,5,11/2/2016
27 Arwenack Street,Falmouth,Cornwall,,Arwenack Hotel,Hotel/bed & breakfast/guest house,7842,573911,50.152716,-5.066723,C1_PI_000003715,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 3JE,2/25/2016,4,5,5,10,11/2/2016
Fish And Chip Shop,Holywell Road,Cubert,Newquay,Asalt & Battery,Restaurant/Cafe/Canteen,1,697034,50.379365,-5.117018,C1_PI_000024755,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR8 5EY,8/27/2014,5,0,0,5,11/2/2016
Asda Stores Limited,1 South Quay,Hayle,Cornwall,Asda,Retailers - supermarkets/hypermarkets,7840,722547,,,CP14_000943,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR27 4EP,6/20/2016,5,0,0,0,11/2/2016
Asda Stores Ltd,Penryn,Cornwall,,Asda,Retailers - supermarkets/hypermarkets,7840,438793,50.16352,-5.122717,C1_PI_000001513,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR10 9LY,8/20/2015,5,0,0,5,11/2/2016
Asda Superstore,St Austell,Cornwall,,Asda,Retailers - supermarkets/hypermarkets,7840,623806,50.335753,-4.77359,C2_231875,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL25 4PR,9/22/2015,5,0,0,5,11/2/2016
Bodmin,Cornwall,,,Asda,Retailers - supermarkets/hypermarkets,7840,681139,50.473693,-4.705237,E1_52383,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL31 2RN,11/12/2015,5,0,5,5,11/2/2016
Cafe,Asda Stores Limited,1 South Quay,Hayle,Asda (Eurest),Restaurant/Cafe/Canteen,1,737606,,,CP14_001076,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR27 4EP,12/11/2014,5,5,5,5,11/2/2016
Asda Superstore,St Austell,Cornwall,,Asda Cafe,Restaurant/Cafe/Canteen,1,622618,,,C2_251699,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL25 4AD,7/30/2015,5,5,5,5,11/2/2016
Bodmin,Cornwall,,,Asda Cafe,Restaurant/Cafe/Canteen,1,516164,50.471851,-4.718282,E1_60060,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL31 2LW,9/15/2016,5,0,5,5,11/2/2016
Asda Stores Ltd,Penryn,Cornwall,,Asda Restaurant,Restaurant/Cafe/Canteen,1,402056,50.16352,-5.122717,C1_PI_000051436,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR10 9LY,7/15/2015,5,5,5,5,11/2/2016
1 Berkeley Vale,Falmouth,Cornwall,,Asha Restaurant,Restaurant/Cafe/Canteen,1,517234,50.15417,-5.073971,C1_PI_000004245,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 3PL,11/18/2014,4,10,5,5,11/2/2016
,,,,Ashcafe,Mobile caterer,7846,774059,,,CP15_000702,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,6/10/2015,5,5,5,5,11/2/2016
Sheval Ltd,Asheborough Nursing Home,St Stephens Road,Saltash,Asheborough House Care Centre,Hospitals/Childcare/Caring Premises,5,402534,50.403935,-4.229398,E2_04_00646_FOOD,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL12 4AP,4/21/2016,4,5,5,10,11/2/2016
Ask,76 Lemon Street,Truro,Cornwall,Ask Italian,Restaurant/Cafe/Canteen,1,781796,50.261922,-5.052139,CP15_000612,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 2PN,7/15/2015,5,0,5,5,11/2/2016
Spres Ski Café,The Pontoon,Rock Road,Rock,Aspres Ski Cafe,Takeaway/sandwich shop,7844,748077,50.544859,-4.919644,CP15_000310,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL27 6LD,4/10/2015,5,5,5,5,11/2/2016
19 North Street,Lostwithiel,Cornwall,,Asquith's Restaurant,Restaurant/Cafe/Canteen,1,478834,50.407848,-4.668744,C2_254046,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL22 0EF,3/16/2016,5,5,5,5,11/2/2016
Balnoon Inn,Balnoon,Lelant,St Ives,At Balnoon,Pub/bar/nightclub,7843,712270,50.188725,-5.492027,CP14_000862,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR26 3JB,10/16/2014,5,5,5,5,11/2/2016
Trevue Farm,Radnor Road,Radnor,Redruth,ATFB,Retailers - other,4613,402746,50.251996,-5.215603,W2_00009816,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR16 4BQ,9/30/2016,3,10,5,10,11/2/2016
Atlantic Bays Holiday Park,St Merryn,Padstow,Cornwall,Atlantic Bays Bar,Pub/bar/nightclub,7843,893177,50.508694,-4.977319,CP15_000921,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL28 8PY,6/7/2016,5,5,5,0,11/2/2016
Atlantic Bays Holiday Park,St Merryn,Padstow,Cornwall,Atlantic Bays Holiday Park,Takeaway/sandwich shop,7844,799547,50.508694,-4.977319,E1_62232,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL28 8PY,8/25/2015,5,5,5,5,11/2/2016
,,,,Atlantic Fryer,Mobile caterer,7846,551158,,,CP11_000913,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,8/10/2015,5,5,5,5,11/2/2016
Dane Road,Newquay,Cornwall,,Atlantic Hotel,Hotel/bed & breakfast/guest house,7842,610902,50.419369,-5.08905,C2_228314,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR7 1EN,8/27/2015,3,5,10,10,11/2/2016
17 - 18 Summerleaze Crescent,Bude,Cornwall,,Atlantic House Hotel,Hotel/bed & breakfast/guest house,7842,516163,50.831568,-4.548726,E1_51932,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,EX23 8HJ,6/29/2016,5,5,5,5,11/2/2016
Peverell Terrace,Porthleven,Helston,Cornwall,Atlantic Inn,Pub/bar/nightclub,7843,528422,50.082309,-5.3141,W2_00002218,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR13 9DZ,9/24/2014,5,5,5,5,11/2/2016
Reception And Restaurant And Gym,Atlantic Reach,Carworgie,Newquay,Atlantic Reach,Restaurant/Cafe/Canteen,1,402137,50.405247,-4.959722,C2_239683,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR8 4LX,7/13/2015,5,0,0,0,11/2/2016
Treknow,Tintagel,Cornwall,,Atlantic View Hotel,Hotel/bed & breakfast/guest house,7842,409774,50.65178299,-4.752501011,E1_50870,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL34 0EJ,6/30/2016,5,5,5,5,11/2/2016
Atlanticway Bude Farmshop,Killock Farm,Kilkhampton,Bude,Atlantic Way Bude Farmshop,Retailers - other,4613,909990,50.858365,-4.499954,CP16_000701,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,EX23 9PZ,8/17/2016,1,20,5,0,11/2/2016
Polperro Road,West Looe,Looe,Cornwall,Atlantis Residential Home,Hospitals/Childcare/Caring Premises,5,607979,50.346038,-4.512422,E2_04_00255_MIXED,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL13 2JE,10/14/2015,5,,,,11/2/2016
Bamber House,Victoria,Roche,St Austell,Auction Cafe,Restaurant/Cafe/Canteen,1,907111,50.42136,-4.83253,CP16_000655,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL26 8LQ,9/23/2016,4,10,5,5,11/2/2016
Aunt Avices Pasty Shop,1 St Kew Service Station,St Kew Highway,Bodmin,Aunt Avice's Pasty Shop,Retailers - other,4613,478850,50.545549,-4.779452,E1_51732,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL30 3ED,5/17/2016,5,5,5,5,11/2/2016
,,,,Auntie Pams Homemade Catering - Home Caterer,Other catering premises,7841,780613,,,CP15_000691,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,7/17/2015,5,5,0,0,11/2/2016
3 The Coombe,Newlyn,Penzance,Cornwall,Aunty Mays Pasty Co,Restaurant/Cafe/Canteen,1,578051,50.106914,-5.551184,W1_10_11286_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 5HS,1/30/2015,5,5,5,5,11/2/2016
10 Beach Road,Carlyon Bay,St Austell,Cornwall,Austells LLP,Restaurant/Cafe/Canteen,1,455188,50.336727,-4.749263,C2_250696,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL25 3PH,7/5/2016,5,5,5,5,11/2/2016
4 Edgcumbe Gardens,Newquay,Cornwall,,Avalon Guest House,Hotel/bed & breakfast/guest house,7842,534482,50.415859,-5.071814,C2_238326,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR7 2QD,3/20/2013,4,10,5,5,11/2/2016
Aver Lea,Fore Street,Polgooth,St. Austell,Averlea,Hospitals/Childcare/Caring Premises,5,502436,50.3202,-4.817362,C2_214191,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL26 7BP,12/14/2015,4,5,5,10,11/2/2016
Aviary Court,Well Lane,Illogan Churchtown,Redruth,Aviary Court Hotel,Hotel/bed & breakfast/guest house,7842,465908,50.250293,-5.272352,W2_00007669,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR16 4QZ,6/22/2016,5,0,0,5,11/2/2016
B & M Ltd,St Austell,Cornwall,,B And M Retail Ltd,Retailers - supermarkets/hypermarkets,7840,772826,50.334269,-4.7841,CP15_000208,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL25 4RU,6/23/2015,5,5,5,5,11/2/2016
,,,,B Empett - Home Caterer,Other catering premises,7841,745625,,,CP15_000303,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,3/10/2015,5,5,5,5,11/2/2016
The Leats,Truro,Cornwall,,B Juicy,Restaurant/Cafe/Canteen,1,615758,50.263662,-5.05371,CP13_001441,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 3AG,4/29/2015,4,10,5,5,11/2/2016
,,,,B Lightfoot - Home Caterer,Other catering premises,7841,745626,,,CP15_000305,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,3/10/2015,5,5,5,5,11/2/2016
BM Piddock Butchers,58 Fore Street,Redruth,Cornwall,B M Piddock Butchers,Retailers - other,4613,402734,50.233849,-5.226358,W2_00006676,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 2AF,10/1/2015,4,5,5,10,11/2/2016
,,,,Baan Waan Thai - Home Caterer,Other catering premises,7841,571186,,,CP11_000608,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,2/11/2015,5,5,5,5,11/2/2016
Baileys Country Store Ltd,Unit 2,Eastwood Park,Eastwood Road,Bailey's Country Store & Warehouse,Retailers - other,4613,759025,50.165912,-5.099233,C1_PI_000000781,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR10 8LA,4/15/2015,4,10,5,5,11/2/2016
,,,,Bake My Day - Home Caterer,Other catering premises,7841,809231,,,CP15_000724,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,10/1/2015,5,5,5,5,11/2/2016
,,,,Baked! Brownies By Post - Home Caterer,Other catering premises,7841,642096,,,CP14_000208,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,2/28/2014,5,5,5,5,11/2/2016
,,,,Baker Steve,Retailers - other,4613,408141,,,W1_10_11986_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,6/13/2012,5,5,5,5,11/2/2016
10B Church Street,Falmouth,Cornwall,,Baker Tom,Retailers - other,4613,401988,50.154332,-5.068562,C1_PI_000005125,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 3DR,5/17/2016,4,10,5,5,11/2/2016
Baker Tom Canteen,14 Commercial Park,Wilson Way,Pool,Baker Tom Cafe,Restaurant/Cafe/Canteen,1,402256,50.225692,-5.26071,CP12_000261,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 3RT,7/22/2015,5,,,,11/2/2016
Barbican Road,East Looe,Looe,Cornwall,Bakerlooe,Retailers - other,4613,627978,50.358541,-4.449221,E2_04_00943_FOOD,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL13 1EU,1/20/2016,4,5,5,10,11/2/2016
Bakers Coffee Shop,132 - 134 Fore Street,Saltash,Cornwall,Bakers Coffee House,Restaurant/Cafe/Canteen,1,578016,50.409098,-4.214327,CP13_000698,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL12 6JR,1/28/2015,5,5,5,5,11/2/2016
2 Charles Street,Truro,Cornwall,,Bakery No 46,Retailers - other,4613,642066,50.261402,-5.05379,CP14_000065,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 2PQ,7/21/2015,4,10,5,5,11/2/2016
The Balancing Eel,10 Back Lane,St Ives,Cornwall,Balancing Eel,Restaurant/Cafe/Canteen,1,402641,50.215133,-5.479361,W1_10_11071_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR26 1LR,6/20/2016,4,5,5,10,11/2/2016
Balcony Bar And Kitchen,Wharf Road,St Ives,Cornwall,Balcony Bar & Kitchen,Pub/bar/nightclub,7843,481065,50.215082,-5.479245,CP12_000047,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR26 1LP,6/20/2016,5,5,0,5,11/2/2016
47 Arwenack Street,Falmouth,Cornwall,,Balti Curries,Takeaway/sandwich shop,7844,445713,50.152101,-5.065815,C1_PI_000003764,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 3JH,2/12/2016,4,5,5,10,11/2/2016
5 New Road,Callington,Cornwall,,Balti King,Restaurant/Cafe/Canteen,1,667414,50.502339,-4.314796,CP14_000585,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL17 7BE,6/29/2016,5,5,5,5,11/2/2016
53 Fore Street,Copperhouse,Hayle,Cornwall,Balti King Tandoori,Restaurant/Cafe/Canteen,1,455257,50.190761,-5.410605,W1_10_10116_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR27 4DX,3/16/2016,4,10,5,5,11/2/2016
4B Chapel Street,St Ives,Cornwall,,Bamboo House,Takeaway/sandwich shop,7844,528292,50.211655,-5.481645,CP13_000258,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR26 2LR,11/19/2014,5,5,5,5,11/2/2016
4 - 5 Pydar Mews,Truro,Cornwall,,Bambu Coffee Shop,Restaurant/Cafe/Canteen,1,445716,50.264227,-5.053775,C1_PI_000020480,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 2UX,7/17/2015,5,5,5,5,11/2/2016
,,,,Bangers On The Go,Mobile caterer,7846,736226,,,CP14_000929,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,8/9/2016,4,5,5,10,11/2/2016
Bangors House,Poundstock,Bude,Cornwall,Bangors Organic,Restaurant/Cafe/Canteen,1,439006,50.767649,-4.54237,E1_28674,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,EX23 0DP,8/1/2014,4,5,10,5,11/2/2016
Bank Street Bar And Grill,Ground Floor,25 Bank Street,Newquay,Bank Street Bar & Grill,Pub/bar/nightclub,7843,402270,50.413706,-5.084838,CP12_000304,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR7 1DH,6/30/2015,2,10,15,10,11/2/2016
,,,,Baps And Wraps,Mobile caterer,7846,569084,,,CP12_000257,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,2/3/2015,5,5,5,0,11/2/2016
Barbican Cafe,Barbican Lane,Penzance,Cornwall,Barbican Coffee Shop,Restaurant/Cafe/Canteen,1,583117,50.115733,-5.53106,W1_10_10941_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 4EF,7/31/2015,4,10,5,5,11/2/2016
Barbican Post Office,Barbican Road,East Looe,Looe,Barbican Post Office Stores,Retailers - other,4613,631303,50.359772,-4.448877,E2_04_00118_MIXED,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL13 1EZ,12/4/2015,5,5,5,5,11/2/2016
Barbican Pre School At The Old,Barbican Methodist Church,Trewint Crescent,East Looe,Barbican Pre-School At The Old Methodist Church,Hospitals/Childcare/Caring Premises,5,655226,50.359685,-4.449983,E2_10_00007_MIXED,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL13 1ET,11/7/2014,5,0,0,0,11/2/2016
5A Normandy Way,Bodmin,Cornwall,,Barnett Fare,Retailers - other,4613,402397,50.461248,-4.708176,E1_4161,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL31 1EU,7/14/2015,5,5,0,5,11/2/2016
10 Molesworth Street,Wadebridge,Cornwall,,Barneys Restaurant,Restaurant/Cafe/Canteen,1,457611,50.516928,-4.836078,E1_1200,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL27 7DA,10/28/2015,4,5,10,5,11/2/2016
9 Barnfield Terrace,Station Road,Liskeard,Cornwall,Barnfield House,Hospitals/Childcare/Caring Premises,5,492670,50.448328,-4.469577,E2_04_00001_MIXED,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL14 4DT,9/2/2014,5,5,5,5,11/2/2016
,,,,"Barron's Burger Bar, Cornish Market World",Mobile caterer,7846,579374,,,C2_250313,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,7/20/2016,5,5,5,5,11/2/2016
Barrow Boys Beach Bakery,Towan Promenade,Newquay,Cornwall,Barrow Boys,Restaurant/Cafe/Canteen,1,900543,50.414841,-5.083743,CP16_000406,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR7 1DU,8/30/2016,3,10,5,10,11/2/2016
1 - 5 Hilgrove Road,Newquay,Cornwall,,Barrowfield Hotel,Hotel/bed & breakfast/guest house,7842,554791,50.417485,-5.068822,C2_233803,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR7 2QY,9/15/2016,4,5,5,10,11/2/2016
12 Vicarage Road,St Agnes,Cornwall,,Bateman Quality Butchers,Retailers - other,4613,607925,50.309152,-5.203376,C1_PI_000043574,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR5 0TJ,5/7/2015,3,10,5,10,11/2/2016
Mounts Bay Pasty Company Limited,8 Market Jew Street,Penzance,Cornwall,Bay Cafe And Pasty Shop,Restaurant/Cafe/Canteen,1,763254,50.119473,-5.535575,CP15_000427,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 2HN,5/7/2015,5,5,5,5,11/2/2016
North Corner,Coverack,Helston,Cornwall,Bay Hotel,Hotel/bed & breakfast/guest house,7842,402688,50.026388,-5.097777,W2_00000483,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR12 6TF,4/9/2015,3,10,10,5,11/2/2016
Bayleaf Indian Restaurant,11 Queen Street,Bude,Cornwall,Bay Leaf Indian Restaurant,Restaurant/Cafe/Canteen,1,510770,50.830747,-4.544292,CP12_000300,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,EX23 8AY,12/2/2015,3,10,10,10,11/2/2016
Goonhavern Garden Centre,Newquay Road,Goonhavern,Truro,Bay Tree Restaurant,Restaurant/Cafe/Canteen,1,552372,50.342268,-5.109273,CP11_000151,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR4 9QQ,12/2/2014,5,0,5,5,11/2/2016
Marine Drive,Widemouth Bay,Bude,Cornwall,Bay View Inn,Pub/bar/nightclub,7843,465872,50.797169,-4.556333,CP11_000735,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,EX23 0AW,3/10/2016,5,5,5,0,11/2/2016
Bayside Cafe And Grill,15 Church Street,Falmouth,Cornwall,Bayside Cafe,Restaurant/Cafe/Canteen,1,493803,50.154385,-5.06858,CP11_000837,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 3DR,9/28/2015,5,5,5,5,11/2/2016
